recipe_title,category,subcategory,ingredients,directions,num_ingredients,num_steps,normalized_recipe_name
Cold Chicken Macaroni Salad,Chicken Salads,Bbq & Grilled Chicken Salads,"[""2 skinless, boneless chicken breasts, diced"", ""4 cups elbow macaroni"", ""4 large eggs"", ""1 cup mayonnaise, or more to taste"", ""4 teaspoons white sugar"", ""4 teaspoons white vinegar"", ""1 teaspoon onion salt"", ""1 teaspoon salt"", ""1 teaspoon prepared yellow mustard"", ""1 pinch ground black pepper to taste""]","[""Bring a large pot of water to a boil and add chicken; continue to boil until no longer pink in the middle, 15 to 20 minutes. Let sit until cool enough to handle, then dice into small bite-sized pieces."", ""While chicken cooks, bring a second large pot of lightly salted water to a boil. Cook elbow macaroni in the boiling water, stirring occasionally, until tender yet firm to the bite, about 8 minutes. Drain and rinse under cool water."", ""At the same time, place eggs in a saucepan and cover with water. Bring to a boil, remove from heat, and let eggs stand in hot water for 15 minutes."", ""Remove eggs from hot water and hold under cold running water to cool. Peel and dice eggs."", ""Mix mayonnaise, sugar, vinegar, onion salt, salt, mustard, and pepper together in a large bowl. Mix in diced eggs, pasta, and chicken, adding a little more mayonnaise if too dry. Chill for at lest 1 hour, or up to 8 hours or overnight before serving.""]",10,5,cold chicken macaroni salad
Cold Lentil Salad,Healthy Recipes,Healthy Salads,"[""2 bulbs garlic"", ""1 teaspoon olive oil, divided"", ""1 pound dry brown lentils"", ""4 cups water, or as needed to cover"", ""1 pint grape tomatoes, halved"", ""1 bunch fresh parsley, finely chopped"", ""1 bunch green onions, thinly sliced"", ""\u00bc cup balsamic vinegar"", ""\u00bc cup olive oil"", ""salt and ground black pepper to taste""]","[""Preheat oven to 400 degrees F (200 degrees C)."", ""Peel outer skins from garlic bulbs and cut about 1/4 inch from the top of each bulb to expose cloves; place each bulb onto a piece of aluminum foil, drizzle each with about 1/2 teaspoon olive oil, and wrap garlic bulbs in the foil. Place wrapped bulbs into a baking dish."", ""Bake garlic in the preheated oven until soft, about 30 minutes. Let bulbs cool."", ""Place lentils into a 5-quart pot and cover with water; bring to a boil. Reduce heat to medium-low and simmer until lentils are tender but not mushy, about 15 minutes; stir occasionally. Drain lentils in a fine-mesh strainer and rinse with cold water to cool; drain again."", ""Break garlic bulbs apart and squeeze cloves to release cooked garlic. Place garlic into a large salad bowl and add grape tomatoes, parsley, and green onions. Whisk balsamic vinegar with 1/4 cup olive oil, salt, and black pepper in a small bowl. Fold lentils into tomato mixture and pour dressing over salad; gently toss to coat. Keep refrigerated until serving time.""]",10,5,cold lentil salad
Cold Macaroni and Tuna Salad,Pasta Salads,Macaroni Salad,"[""3 large eggs"", ""2 \u00be cups macaroni"", ""\u00bd (10 ounce) package frozen English peas"", ""2 (5 ounce) cans tuna, drained"", ""3 tablespoons mayonnaise"", ""\u00bc teaspoon salt"", ""\u215b teaspoon ground black pepper""]","[""Place eggs in a saucepan and cover with water. Bring to a boil, remove from heat, and let eggs stand in hot water for 15 minutes. Remove eggs from hot water, cool under cold running water, and peel."", ""Bring a large pot of lightly salted water to a boil. Add macaroni pasta and cook for 8 to 10 minutes or until al dente; drain and rinse under cold water."", ""Put frozen peas into a colander and rinse with hot water; drain well."", ""Place macaroni and peas in a large bowl. Dice eggs and add to the bowl. Put tuna in the bowl, flaking it apart."", ""Stir mayonnaise into tuna mixture, a little at a time, until mixture is moist but not soggy. Season with salt and pepper and mix one last time. Cover and refrigerate for a least 1 hour or overnight.""]",7,5,cold macaroni and tuna salad
Cold Rice Salad,Leftovers,Rice Leftovers,"[""2 cups water"", ""1 cup uncooked white rice"", ""3 eggs"", ""1 tablespoon olive oil"", ""2 boneless skinless chicken breasts, bite-size pieces"", ""3 tablespoons olive oil"", ""1 teaspoon vinegar"", ""1 teaspoon salt"", ""\u00bc teaspoon pepper"", ""1 cup tomatoes, diced"", ""1 bunch raw broccoli, with stalk, chopped"", ""1 cup frozen peas, thawed"", ""1 cup frozen corn kernels, thawed""]","[""Bring water to a boil in a medium saucepan. Add rice and stir. Reduce heat, cover and simmer for 20 minutes. Remove from heat, and set aside to cool."", ""Place eggs in a saucepan and cover with cold water. Bring water to a boil and immediately remove from heat. Cover and let eggs stand in hot water for 10 to 12 minutes. Cool, peel, and slice."", ""Heat 1 tablespoon of oil in a skillet over medium-high heat. Cook chicken, stirring occasionally, until no longer pink and juices run clear."", ""Whisk remaining oil, vinegar, salt, and pepper together in a small bowl until lightly emulsified; set aside. Place tomatoes, broccoli, peas, and corn together in a large mixing bowl; toss to combine. Add chicken, eggs and rice, and toss again. Cover, and refrigerate for at least 1 hour before serving. Toss with dressing to coat just before serving.""]",13,4,cold rice salad
Cold Shrimp Salad,Dinner,Main Dish Salads,"[""2 pounds cooked medium shrimp, peeled and deveined without tail"", ""1 green bell pepper, finely chopped"", ""1 red bell pepper, finely chopped"", ""5 cloves garlic, minced"", ""1 sweet onion, diced"", ""chopped fresh cilantro"", ""1 avocado - peeled, pitted and diced"", ""salt and pepper to taste"", ""\u00bd cup olive oil"", ""chili pepper flakes""]","[""Place shrimp in a large mixing bowl with red and green bell peppers, garlic, onion, cilantro, and avocado. Drizzle with olive oil, and season with salt and pepper. Cover, and refrigerate for at least 1 hour to allow flavors to develop. Serve chilled.""]",10,1,cold shrimp salad
Cold Soba Noodle Salad,Make-Ahead,Meal Prep,"[""1 (14 ounce) package dried soba noodles"", ""1 tablespoon toasted sesame oil"", ""5 (3-cup) storage containers"", ""1 cup shelled edamame"", ""1 large carrot, shredded"", ""4 green onions, thinly sliced"", ""\u00bd cup chopped cilantro"", ""1 \u00bc cups Thai peanut sauce"", ""5 (2-ounce) dressing containers""]","[""Fill a large pot with lightly salted water and bring to a rolling boil. Drop in soba noodles and return to a boil. Cook uncovered, stirring occasionally, until tender yet firm to the bite, about 7 minutes. Drain."", ""Toss noodles with sesame oil in a medium bowl. Divide noodles evenly between the 5 containers."", ""Top noodles with edamame, carrot, green onions, and cilantro, dividing them evenly between the 5 containers. Place lids on containers. Pour 1/4 cup peanut sauce into each dressing container. Refrigerate until ready to eat. Mix 1 dressing container with 1 serving of soba salad to serve.""]",9,3,cold soba noodle salad
Cold Soba Noodles with Herbs and Mango,Pasta Salads,Asian Pasta Salad,"[""9 \u00bd ounces dried soba noodles"", ""1 medium carrot, shredded"", ""1 medium mango - peeled, seeded and diced"", ""1 cup shredded purple cabbage"", ""\u00bc cup chopped fresh cilantro"", ""6 leaves fresh mint, julienned"", ""6 leaves Thai basil, julienned"", ""2 medium limes, juiced"", ""2 tablespoons sesame oil"", ""1 tablespoon tamari"", ""1 tablespoon Sriracha sauce"", ""1 tablespoon chopped green onion, or to taste""]","[""Bring a large pot of water to a boil and cook soba noodles according to package directions until tender, 3 to 4 minutes. Immediately drain and place in a bowl of cold water to cool. Drain well."", ""Combine cooled noodles, carrot, mango, cabbage, cilantro, mint, and Thai basil in a bowl."", ""Whisk together lime juice, sesame oil, tamari, and Sriracha sauce in a separate bowl. Drizzle some of the dressing sparingly over the soba noodle salad, toss to cover, and taste. Repeat until you have reached the preferred amount of dressing. Garnish with chopped green onion and allow to stand about 10 minutes before serving.""]",12,3,cold soba noodles with herbs and mango
Cold Southwestern Bow Tie Pasta,Pasta Salads,Farfalle Pasta Salad,"[""1 (12 ounce) package bow tie pasta"", ""\u00bc cup extra-virgin olive oil"", ""\u00bc cup fresh lime juice"", ""2 tablespoons chopped fresh cilantro"", ""2 teaspoons garlic powder"", ""1 teaspoon ground cumin"", ""1 teaspoon ground red chile pepper"", ""\u00bc teaspoon cayenne pepper"", ""salt and ground black pepper to taste"", ""1 (9 ounce) can whole kernel corn, drained"", ""\u00bd (15 ounce) can black beans, drained"", ""\u00bd (15 ounce) can diced tomatoes and green chiles, drained"", ""2 green onions, sliced"", ""2 avocados - peeled, pitted, and diced""]","[""Bring a large pot of lightly salted water to a boil. Cook the bow tie pasta at a boil, stirring occasionally, until cooked through yet firm to the bite, about 12 minutes; drain."", ""Whisk olive oil, lime juice, cilantro, garlic powder, cumin, ground chile pepper, cayenne pepper, salt, and black pepper together in a large bowl. Stir corn, black beans, diced tomatoes and green chiles, and green onions into the dressing to coat. Gently mix avocados into bean mixture; fold bow tie pasta into the salad. Cover salad with plastic wrap and refrigerate 30 minutes before serving.""]",14,2,cold southwestern bow tie pasta
Cold Spaghetti,Pasta Salads,Tomato Pasta Salad,"[""4 ripe tomatoes, peeled and seeded"", ""\u2153 cup chopped fresh basil"", ""3 cloves garlic, peeled"", ""1 teaspoon olive oil"", ""\u00bd teaspoon white sugar"", ""1 (8 ounce) package uncooked spaghetti"", ""\u00bd cup shredded Parmesan cheese""]","[""Combine tomatoes, basil, garlic, oil, and sugar in a blender or the bowl of a food processor; blend until smooth. Transfer sauce to a bowl; cover and refrigerate."", ""Bring a large pot of lightly salted water to a boil. Cook spaghetti in the boiling water, stirring occasionally, until tender yet firm to the bite, 8 to 10 minutes; drain."", ""Pour cold sauce over spaghetti; toss to coat. Top servings with Parmesan cheese.""]",7,3,cold spaghetti
Cold Spaghetti Salad,Pasta Salads,Italian Pasta Salad,"[""1 pound thin spaghetti"", ""1 (8 ounce) bottle Italian salad dressing"", ""\u00bc cup red wine vinegar"", ""2 cups shredded Parmesan cheese"", ""1 (16 ounce) can Italian-style diced tomatoes, drained"", ""1 small red onion, chopped"", ""1 (8 ounce) package pepperoni sausage, chopped"", ""1 (4 ounce) jar sliced mushrooms"", ""1 (3 ounce) jar sliced green olives, drained"", ""\u00bc (2.62 ounce) jar salad seasoning mix""]","[""Bring a large pot of lightly salted water to a boil. Cook spaghetti in the boiling water, stirring occasionally, until tender yet firm to the bite, about 10 minutes; rinse under cold water and drain. Transfer to a large bowl."", ""Pour Italian dressing and vinegar over spaghetti; mix well. Add Parmesan cheese, diced tomatoes, onion, pepperoni, mushrooms, olives, and salad seasoning mix; stir until well combined."", ""Serve at room temperature, or refrigerate, covered, for about 3 hours, or marinate 8 hours to overnight.""]",10,3,cold spaghetti salad
Cold Tuna Macaroni Salad,Pasta Salads,Macaroni Salad,"[""1 (12 ounce) package macaroni"", ""3 tomatoes - peeled, seeded and diced"", ""3 stalks celery, chopped"", ""1 (12 ounce) can tuna"", ""1 \u00bd cups light mayonnaise"", ""1 tablespoon Italian-style salad dressing"", ""1 tablespoon white sugar"", ""1 pinch ground black pepper""]","[""In a large pot of salted boiling water, cook pasta until al dente; rinse under cold water and drain."", ""In a large bowl, combine the pasta, tomatoes, celery, and tuna."", ""Prepare the dressing by whisking together the mayonnaise, salad dressing, sugar, and pepper. Add to pasta salad, mix together, and refrigerate for 1 hour.""]",8,3,cold tuna macaroni salad
Coleslaw With Grapes and Spinach,Broccoli Salads,Broccoli Salads,"[""1 cup mayonnaise"", ""\u00bd cup white sugar"", ""3 tablespoons vinegar"", ""salt and ground black pepper to taste"", ""\u00bd head cabbage, thinly sliced"", ""2 heads broccoli, trimmed and cut into thin strips"", ""1 red onion, thinly sliced"", ""\u00bd (10 ounce) bag fresh spinach leaves, thinly sliced"", ""1 pound seedless red grapes, quartered""]","[""Whisk mayonnaise, sugar, vinegar, salt, and black pepper in a large salad bowl; fold in cabbage, broccoli, red onion, spinach, and red grapes. Stir to coat with dressing.""]",9,1,coleslaw with grapes and spinach
Colorful Coleslaw,Diabetic,Diabetic Salads,"[""\u00bc head red cabbage, cored and thinly sliced"", ""\u00bc head green cabbage, cored and thinly sliced"", ""\u00bd red bell pepper - cored, seeded, and thinly sliced"", ""\u00bd yellow bell pepper - cored, seeded, and thinly sliced"", ""3 tablespoons thinly sliced snap peas"", ""\u00bc cup thinly sliced Persian cucumber"", ""\u00bc cup halved cherry tomatoes"", ""1 small onion, chopped""]","[""Place red and green cabbage, red and yellow bell pepper, snap peas, cucumber, cherry tomatoes, and onion in a mixing bowl."", ""Whisk vinegar, yogurt, sesame oil, celery seed, sugar, garlic powder, salt, and pepper together in a small mixing bowl until smooth. Pour over vegetables. Toss gently to coat. Cover and refrigerate until chilled and flavors combine, at least 2 hours.""]",8,2,colorful coleslaw
Colorful Four Bean Salad,Lunch,Salad Recipes,"[""1 cup white sugar"", ""1 cup white vinegar"", ""1 tablespoon vegetable oil"", ""6 stalks celery, chopped"", ""1 green bell pepper, seeded and chopped"", ""1 medium red onion, chopped"", ""1 (4 ounce) jar pimento peppers, drained and chopped"", ""1 (14 ounce) can cut green beans"", ""1 (14.5 ounce) can yellow wax beans"", ""1 (15 ounce) can lima beans"", ""1 (15 ounce) can dark red kidney beans""]","[""In a large bowl, whisk together the white sugar, vinegar, and vegetable oil. Stir in the celery, green pepper, red onion and pimentos. Pour the green beans, wax beans, lima beans and kidney beans into a colander, and rinse under cold water. Let drain for a few minutes, then stir into the bowl with the rest of the salad. Store in a large jar in the refrigerator, and shake or turn occasionally for 1 day to marinate. If you do not have a sealed container, simply stir the salad every few hours. This keeps for about a week, but will be gone sooner.""]",11,1,colorful four bean salad
Company Chicken Pasta Salad with Grapes,Chicken Salads,Bbq & Grilled Chicken Salads,"[""2 cups small seashell pasta"", ""3 \u00bd cups chopped poached chicken breast meat"", ""\u00bd cup diced celery"", ""1 cup seedless green grapes, halved"", ""salt to taste"", ""\u00bc teaspoon ground white pepper"", ""\u2153 cup mayonnaise"", ""\u00bd teaspoon curry powder"", ""\u00bc teaspoon ground cumin"", ""2 tablespoons rice vinegar"", ""1 tablespoon white sugar""]","[""Bring a large pot of lightly salted water to a boil. Add pasta, and cook for 8 to 10 minutes or until al dente; drain."", ""In a medium bowl, combine chicken, celery, grapes, cooked pasta, salt, and white pepper; mix well and reserve."", ""In a medium bowl, combine mayonnaise, curry powder, cumin, rice vinegar, and sugar; whisk ingredients together and toss with chicken mixture."", ""Cover salad with plastic wrap and refrigerate for at least 2 to 4 hours before serving.""]",11,4,company chicken pasta salad with grapes
